accuracy,loss,val_accuracy,val_loss
1.0,0.0,0.976190447807312,0.2889470160007477
1.0,0.0,0.976190447807312,0.2886132597923279
1.0,0.0,0.976190447807312,0.28801026940345764
1.0,0.0,0.976190447807312,0.28745946288108826
1.0,0.0,0.976190447807312,0.2871045470237732
1.0,0.0,0.976190447807312,0.2867126166820526
1.0,0.0,0.976190447807312,0.2864130139350891
1.0,0.0,0.976190447807312,0.286163330078125
1.0,0.0,0.976190447807312,0.28551962971687317
1.0,0.0,0.976190447807312,0.2855360507965088
1.0,0.0,0.976190447807312,0.28493520617485046
1.0,0.0,0.976190447807312,0.28494793176651
1.0,0.0,0.976190447807312,0.2847338020801544
1.0,0.0,0.976190447807312,0.2842872440814972
1.0,0.0,0.976190447807312,0.2843286097049713
1.0,0.0,0.976190447807312,0.28388577699661255
1.0,0.0,0.976190447807312,0.2836093306541443
1.0,0.0,0.976190447807312,0.28327447175979614
1.0,0.0,0.976190447807312,0.28319916129112244
1.0,0.0,0.976190447807312,0.2833173871040344
1.0,0.0,0.976190447807312,0.2830137610435486
1.0,0.0,0.976190447807312,0.28309258818626404
1.0,0.0,0.976190447807312,0.28307750821113586
1.0,0.0,0.976190447807312,0.2830238342285156
1.0,0.0,0.976190447807312,0.2831680178642273
1.0,0.0,0.976190447807312,0.28314512968063354
1.0,0.0,0.976190447807312,0.2835850119590759
1.0,0.0,0.976190447807312,0.28327125310897827
1.0,0.0,0.976190447807312,0.2837442457675934
1.0,0.0,0.976190447807312,0.2858961522579193
1.0,0.0,0.976190447807312,0.2861216962337494
1.0,0.0,0.976190447807312,0.2859856188297272
1.0,0.0,0.976190447807312,0.28790536522865295
1.0,0.0,0.976190447807312,0.2888120114803314
1.0,0.0,0.976190447807312,0.28888893127441406
1.0,0.0,0.976190447807312,0.28829458355903625
1.0,0.0,0.976190447807312,0.29042065143585205
1.0,0.0,0.976190447807312,0.28941839933395386
1.0,0.0,0.976190447807312,0.29015636444091797
1.0,0.0,0.976190447807312,0.290284663438797
1.0,0.0,0.976190447807312,0.2916773855686188
1.0,0.0,0.976190447807312,0.29150816798210144
1.0,0.0,0.976190447807312,0.2933349609375
1.0,0.0,0.976190447807312,0.29338154196739197
1.0,0.0,0.976190447807312,0.29327550530433655
1.0,0.0,0.976190447807312,0.2938166558742523
1.0,0.0,0.976190447807312,0.2954273819923401
1.0,0.0,0.976190447807312,0.2951306700706482
1.0,0.0,0.976190447807312,0.29469433426856995
1.0,0.0,0.976190447807312,0.29293549060821533
1.0,0.0,0.976190447807312,0.2931273281574249
1.0,0.0,0.976190447807312,0.29239657521247864
1.0,0.0,0.976190447807312,0.29595598578453064
1.0,0.0,0.976190447807312,0.29506149888038635
1.0,0.0,0.976190447807312,0.29692715406417847
1.0,0.0,0.976190447807312,0.29763057827949524
1.0,0.0,0.976190447807312,0.2926105558872223
1.0,0.0,0.976190447807312,0.2949853241443634
1.0,0.0,0.976190447807312,0.2970837354660034
1.0,0.0,0.976190447807312,0.2954825758934021
1.0,0.0,0.976190447807312,0.2951270341873169
1.0,0.0,0.976190447807312,0.29951968789100647
1.0,0.0,0.976190447807312,0.2996607720851898
1.0,0.0,0.976190447807312,0.2952936291694641
1.0,0.0,0.976190447807312,0.2910977602005005
1.0,0.0,0.976190447807312,0.2938455045223236
1.0,0.0,0.976190447807312,0.2952469289302826
1.0,0.0,0.976190447807312,0.2960006594657898
1.0,0.0,0.976190447807312,0.29515016078948975
1.0,0.0,0.976190447807312,0.29641541838645935
1.0,0.0,0.976190447807312,0.2940370738506317
1.0,0.0,0.976190447807312,0.294927179813385
1.0,0.0,0.976190447807312,0.297194242477417
1.0,0.0,0.976190447807312,0.295791894197464
1.0,0.0,0.976190447807312,0.2966766953468323
1.0,0.0,0.976190447807312,0.2976710796356201
1.0,0.0,0.976190447807312,0.2971673011779785
1.0,0.0,0.976190447807312,0.2973960340023041
1.0,0.0,0.976190447807312,0.3008057177066803
1.0,0.0,0.976190447807312,0.29687848687171936
1.0,0.0,0.976190447807312,0.30166512727737427
1.0,0.0,0.976190447807312,0.29649245738983154
1.0,0.0,0.976190447807312,0.2986767292022705
1.0,0.0,0.976190447807312,0.29909083247184753
1.0,0.0,0.976190447807312,0.29879528284072876
1.0,0.0,0.976190447807312,0.2989005148410797
1.0,0.0,0.976190447807312,0.3016524612903595
1.0,0.0,0.976190447807312,0.29913029074668884
1.0,0.0,0.976190447807312,0.29532694816589355
